URL,Title,Brand,MRP,Current Price,Discount %,Rating,Reviews,Brand,Colour,Ear Placement,Form Factor,Impedance
https://www.amazon.in/boAt-Multipoint-Connectivity-Bluetooth-Earphones/dp/B0FDFRGWN8/ref=sr_1_22?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.DPeuETPpsQjjR9JT4xjW70arvFfh2Bix8zOG17VxqkHDjk3RVsVfZ_P1vr6Rt3UjEb-8stRe56dor5P4MFWn99C7eZuVMMeB87u0GPlL4YcFnFhBbzq0ryyIWDfFWpLY8eVdn_pR_ZO_wXtZztU4PGNz3M57hA8Wo0Z31H1K402z9xoqs2_dDIqPOCSTui42yKCKOqLldfK-7ZM5J8bj67JhDGwvMyJEhNVaov4EPrk.qwgUOrOS2Cl92f2oio1iGklBAmdrBOdz5GaskG63HUw&dib_tag=se&keywords=earbuds+under+2000&qid=1758559893&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-22&xpid=DvhqFOmo_oiqT,"boAt (2025 Launch Airdopes Prime 412, 4Mics AI-ENx Tech, 50 Hrs Battery, Multipoint Connectivity,Fast Charge, App Support, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Midnight Black)",boAt,4490,1302,71,4.3,138,boAt,Midnight Black,In Ear,In Ear,N/A
https://www.amazon.in/boAt-Airdopes-311-Pro-Low-Latency/dp/B0CZ3ZPD8B/ref=sr_1_20?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.DPeuETPpsQjjR9JT4xjW70arvFfh2Bix8zOG17VxqkHDjk3RVsVfZ_P1vr6Rt3UjEb-8stRe56dor5P4MFWn99C7eZuVMMeB87u0GPlL4YcFnFhBbzq0ryyIWDfFWpLY8eVdn_pR_ZO_wXtZztU4PGNz3M57hA8Wo0Z31H1K402z9xoqs2_dDIqPOCSTui42yKCKOqLldfK-7ZM5J8bj67JhDGwvMyJEhNVaov4EPrk.qwgUOrOS2Cl92f2oio1iGklBAmdrBOdz5GaskG63HUw&dib_tag=se&keywords=earbuds+under+2000&qid=1758559893&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-20&xpid=DvhqFOmo_oiqT,"boAt Airdopes 311 Pro, 50HRS Battery, Fast Charge, Dual Mics ENx Tech, Transparent LID, Low Latency, IPX4, IWP Tech, v5.3 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Active Black)",boAt,4990,799,84,3.6,24419,boAt,Active Black,In Ear,In Ear,N/A
https://www.amazon.in/boAt-Airdopes-Streaming-Bluetooth-Earphones/dp/B0FC2Y3XGV/ref=sr_1_25?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.DPeuETPpsQjjR9JT4xjW70arvFfh2Bix8zOG17VxqkHDjk3RVsVfZ_P1vr6Rt3UjEb-8stRe56dor5P4MFWn99C7eZuVMMeB87u0GPlL4YcFnFhBbzq0ryyIWDfFWpLY8eVdn_pR_ZO_wXtZztU4PGNz3M57hA8Wo0Z31H1K402z9xoqs2_dDIqPOCSTui42yKCKOqLldfK-7ZM5J8bj67JhDGwvMyJEhNVaov4EPrk.qwgUOrOS2Cl92f2oio1iGklBAmdrBOdz5GaskG63HUw&dib_tag=se&keywords=earbuds+under+2000&qid=1758559893&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-25&xpid=DvhqFOmo_oiqT,"boAt 2025 Launch Airdopes 219, 4Mics ENx, 40H Battery, Best in Segment for Calling, Stream Ad Free Music via App Support, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Carbon Black)",boAt,3990,998,75,4.0,747,boAt,Carbon Black,N/A,In Ear,N/A
https://www.amazon.in/Launched-Earbuds-Playtime-Breathing-Wireless/dp/B0DN1RPL19/ref=sr_1_36?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.DPeuETPpsQjjR9JT4xjW70arvFfh2Bix8zOG17VxqkHDjk3RVsVfZ_P1vr6Rt3UjEb-8stRe56dor5P4MFWn99C7eZuVMMeB87u0GPlL4YcFnFhBbzq0ryyIWDfFWpLY8eVdn_pR_ZO_wXtZztU4PGNz3M57hA8Wo0Z31H1K402z9xoqs2_dDIqPOCSTui42yKCKOqLldfK-7ZM5J8bj67JhDGwvMyJEhNVaov4EPrk.qwgUOrOS2Cl92f2oio1iGklBAmdrBOdz5GaskG63HUw&dib_tag=se&keywords=earbuds+under+2000&qid=1758559893&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-36&xpid=DvhqFOmo_oiqT,"GOBOULT Mustang Torq Wireless in Ear Earbuds with 60H Playtime, App Support, Quad Mic ENC, 45ms Low Latency, 13mm Driver, Breathing LEDs,Touch Controls, Made in India, IPX5, Ear buds Wireless (Silver)",GOBOULT,5999,1500,75,4.1,9295,GOBOULT,Silver,In Ear,In Ear,32 Ohm
https://www.amazon.in/boAt-Airdopes-300-Multipoint-Connection/dp/B0D3DH8TSC/ref=sr_1_32?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.DPeuETPpsQjjR9JT4xjW70arvFfh2Bix8zOG17VxqkHDjk3RVsVfZ_P1vr6Rt3UjEb-8stRe56dor5P4MFWn99C7eZuVMMeB87u0GPlL4YcFnFhBbzq0ryyIWDfFWpLY8eVdn_pR_ZO_wXtZztU4PGNz3M57hA8Wo0Z31H1K402z9xoqs2_dDIqPOCSTui42yKCKOqLldfK-7ZM5J8bj67JhDGwvMyJEhNVaov4EPrk.qwgUOrOS2Cl92f2oio1iGklBAmdrBOdz5GaskG63HUw&dib_tag=se&keywords=earbuds+under+2000&qid=1758559893&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-32&xpid=DvhqFOmo_oiqT,"boAt Airdopes 300, Cinematic Spatial Audio, 50HRS Battery, 4Mic AI ENx, Fast Charge, App Support, Low Latency, IPX4, v5.3 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Gunmetal Black)",boAt,6490,999,85,4.0,6458,boAt,Gunmetal Black,In Ear,In Ear,N/A
https://www.amazon.in/boAt-Airdopes-311-Pro-Transparent/dp/B0CZ426LLT/ref=sr_1_19?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.DPeuETPpsQjjR9JT4xjW70arvFfh2Bix8zOG17VxqkHDjk3RVsVfZ_P1vr6Rt3UjEb-8stRe56dor5P4MFWn99C7eZuVMMeB87u0GPlL4YcFnFhBbzq0ryyIWDfFWpLY8eVdn_pR_ZO_wXtZztU4PGNz3M57hA8Wo0Z31H1K402z9xoqs2_dDIqPOCSTui42yKCKOqLldfK-7ZM5J8bj67JhDGwvMyJEhNVaov4EPrk.qwgUOrOS2Cl92f2oio1iGklBAmdrBOdz5GaskG63HUw&dib_tag=se&keywords=earbuds+under+2000&qid=1758559893&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-19&xpid=DvhqFOmo_oiqT,"boAt Airdopes 311 Pro, 50H Battery, Fast Charge, Dual Mics ENx Tech, Transparent LID, Low Latency, IPX4, IWP Tech, BT v5.3, Wireless TWS in Ear Earbuds with mic (Lavender Rush)",boAt,4990,799,84,3.6,24419,boAt,Pink,In Ear,In Ear,N/A
https://www.amazon.in/realme-Wireless-Earbuds-Playback-Moonlight/dp/B0FBRBB614/ref=sr_1_33?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.DPeuETPpsQjjR9JT4xjW70arvFfh2Bix8zOG17VxqkHDjk3RVsVfZ_P1vr6Rt3UjEb-8stRe56dor5P4MFWn99C7eZuVMMeB87u0GPlL4YcFnFhBbzq0ryyIWDfFWpLY8eVdn_pR_ZO_wXtZztU4PGNz3M57hA8Wo0Z31H1K402z9xoqs2_dDIqPOCSTui42yKCKOqLldfK-7ZM5J8bj67JhDGwvMyJEhNVaov4EPrk.qwgUOrOS2Cl92f2oio1iGklBAmdrBOdz5GaskG63HUw&dib_tag=se&keywords=earbuds+under+2000&qid=1758559893&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-33&xpid=DvhqFOmo_oiqT,"realme Buds T200x True Wireless Earbuds with 12.4mm Dynamic Bass Drivers, 25 dB ANC, Quad Mic, 45ms Latency, Upto 48 Hrs Playback, Fast Charge, IP55 Rated, BT 5.4 (Moonlight White)",realme,2499,1200,52,4.0,27190,realme,MOONLIGHT WHITE,In Ear,True Wireless,N/A
https://www.amazon.in/realme-Bluetooth-Earbuds-Playback-Charging/dp/B0DZCRYG7R/ref=sr_1_31?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.DPeuETPpsQjjR9JT4xjW70arvFfh2Bix8zOG17VxqkHDjk3RVsVfZ_P1vr6Rt3UjEb-8stRe56dor5P4MFWn99C7eZuVMMeB87u0GPlL4YcFnFhBbzq0ryyIWDfFWpLY8eVdn_pR_ZO_wXtZztU4PGNz3M57hA8Wo0Z31H1K402z9xoqs2_dDIqPOCSTui42yKCKOqLldfK-7ZM5J8bj67JhDGwvMyJEhNVaov4EPrk.qwgUOrOS2Cl92f2oio1iGklBAmdrBOdz5GaskG63HUw&dib_tag=se&keywords=earbuds+under+2000&qid=1758559893&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-31&xpid=DvhqFOmo_oiqT,"realme Buds T200 Lite Bluetooth in Ear Earbuds,4 Mic, AI ENC for Calls,48 Hours Total Playback with Fast Charging and Low Latency Gaming TWS,Google Fast Pair, with mic (Volt Black)",realme,1999,1000,50,4.0,27190,realme,Volt Black,In Ear,True Wireless,32 Ohm
https://www.amazon.in/boAt-Multipoint-Connectivity-Bluetooth-Earphones/dp/B0FDFRPGVH/ref=sr_1_34?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.DPeuETPpsQjjR9JT4xjW70arvFfh2Bix8zOG17VxqkHDjk3RVsVfZ_P1vr6Rt3UjEb-8stRe56dor5P4MFWn99C7eZuVMMeB87u0GPlL4YcFnFhBbzq0ryyIWDfFWpLY8eVdn_pR_ZO_wXtZztU4PGNz3M57hA8Wo0Z31H1K402z9xoqs2_dDIqPOCSTui42yKCKOqLldfK-7ZM5J8bj67JhDGwvMyJEhNVaov4EPrk.qwgUOrOS2Cl92f2oio1iGklBAmdrBOdz5GaskG63HUw&dib_tag=se&keywords=earbuds+under+2000&qid=1758559893&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-34&xpid=DvhqFOmo_oiqT,"boAt (2025 Launch Airdopes Prime 412, 4Mics AI-ENx Tech, 50 Hrs Battery, Multipoint Connectivity,Fast Charge, App Support, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Sahara Chic)",boAt,4490,1199,73,4.3,138,boAt,Sahara Chic,N/A,In Ear,N/A
https://www.amazon.in/Airdopes-141-Playtime-Resistance-Bluetooth/dp/B09N3ZNHTY/ref=sr_1_24?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.DPeuETPpsQjjR9JT4xjW70arvFfh2Bix8zOG17VxqkHDjk3RVsVfZ_P1vr6Rt3UjEb-8stRe56dor5P4MFWn99C7eZuVMMeB87u0GPlL4YcFnFhBbzq0ryyIWDfFWpLY8eVdn_pR_ZO_wXtZztU4PGNz3M57hA8Wo0Z31H1K402z9xoqs2_dDIqPOCSTui42yKCKOqLldfK-7ZM5J8bj67JhDGwvMyJEhNVaov4EPrk.qwgUOrOS2Cl92f2oio1iGklBAmdrBOdz5GaskG63HUw&dib_tag=se&keywords=earbuds+under+2000&qid=1758559893&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-24&xpid=DvhqFOmo_oiqT,"boAt Airdopes 141/8, Low Latency, ENx Tech, 42HRS Battery, Fast Charge, IWP, IPX4, v5.1 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Bold Black)",boAt,4490,808,82,3.8,84072,boAt,Bold Black,In Ear,In Ear,N/A
https://www.amazon.in/Fastrack-Earbuds-Playtime-Crystal-NitroFast/dp/B0DGV16KSF/ref=sr_1_21?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.DPeuETPpsQjjR9JT4xjW70arvFfh2Bix8zOG17VxqkHDjk3RVsVfZ_P1vr6Rt3UjEb-8stRe56dor5P4MFWn99C7eZuVMMeB87u0GPlL4YcFnFhBbzq0ryyIWDfFWpLY8eVdn_pR_ZO_wXtZztU4PGNz3M57hA8Wo0Z31H1K402z9xoqs2_dDIqPOCSTui42yKCKOqLldfK-7ZM5J8bj67JhDGwvMyJEhNVaov4EPrk.qwgUOrOS2Cl92f2oio1iGklBAmdrBOdz5GaskG63HUw&dib_tag=se&keywords=earbuds+under+2000&qid=1758559893&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-21&xpid=DvhqFOmo_oiqT,"Fastrack Fpods FQ100|BT5.4 TWS Earbuds, 50Hrs Playtime, Quad mic ENC for Crystal Clear Calls, Low Latency Gaming Mode Upto 40ms,NitroFast Charge - 200 Min in 10 Min,13mm Extra Deep Bass Drivers,IPX4",Fastrack,3495,499,86,3.6,4285,Fastrack,Black_FQ100,In Ear,True Wireless,16 Ohm
https://www.amazon.in/iQOO-Cancellation-Charging-Playtime-Playback/dp/B07WDKJKSP/ref=sr_1_26?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.DPeuETPpsQjjR9JT4xjW70arvFfh2Bix8zOG17VxqkHDjk3RVsVfZ_P1vr6Rt3UjEb-8stRe56dor5P4MFWn99C7eZuVMMeB87u0GPlL4YcFnFhBbzq0ryyIWDfFWpLY8eVdn_pR_ZO_wXtZztU4PGNz3M57hA8Wo0Z31H1K402z9xoqs2_dDIqPOCSTui42yKCKOqLldfK-7ZM5J8bj67JhDGwvMyJEhNVaov4EPrk.qwgUOrOS2Cl92f2oio1iGklBAmdrBOdz5GaskG63HUw&dib_tag=se&keywords=earbuds+under+2000&qid=1758559893&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-26&xpid=DvhqFOmo_oiqT,"iQOO TWS 1e in-Ear Earbuds with Mic, Upto 30dB Active Noise Cancellation, Fast Charging which Takes 10 mins for 3 Hours Playtime, with Upto 42 hrs Playback time (Flame Yellow)",iQOO,2099,1490,29,4.2,1123,iQOO,Flame Yellow,In Ear,True Wireless,N/A
https://www.amazon.in/Boult-Launched-Earbuds-Playtime-Breathing/dp/B0DN1Q4NSJ/ref=sr_1_48?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.ECIg8Z20telhIjRUjPySAeKSdIpfUa8gT648uF2IKFki2_5uZcy5fPGvZrhWD3Ne9n-ONM7b2D5NBWHBOnUqBZOlGyQyzHV_YXyZE83WLB1a0FjEVwv3500CDSh92gZQy16ilCYICcwKBn6qgXzcMoYZViEgLFxkqnsnRzMO1WT8cfAEyAfguL2LNbN_U6UuQCWa0MozOsd4ice-a_w52mGQz2zIx5Wj8CmQzXbIU9w.qCe3Dlul1H9QVYVn1voa42Q_zu3DsPJqDWptGbCeKUM&dib_tag=se&keywords=earbuds+under+2000&qid=1758559896&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-48&xpid=DvhqFOmo_oiqT,"GOBOULT Mustang Torq Wireless in Ear Earbuds with 60H Playtime, App Support, Quad Mic ENC, 45ms Low Latency, 13mm Driver, Breathing LEDs,Touch Controls, Made in India, IPX5, Ear buds Wireless (Yellow)",GOBOULT,5999,1500,75,4.1,9295,GOBOULT,Yellow,In Ear,In Ear,32 Ohm
https://www.amazon.in/Boult-Wireless-Earbuds-Playtime-Bluetooth/dp/B0D63GCT6P/ref=sr_1_45?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.ECIg8Z20telhIjRUjPySAeKSdIpfUa8gT648uF2IKFki2_5uZcy5fPGvZrhWD3Ne9n-ONM7b2D5NBWHBOnUqBZOlGyQyzHV_YXyZE83WLB1a0FjEVwv3500CDSh92gZQy16ilCYICcwKBn6qgXzcMoYZViEgLFxkqnsnRzMO1WT8cfAEyAfguL2LNbN_U6UuQCWa0MozOsd4ice-a_w52mGQz2zIx5Wj8CmQzXbIU9w.qCe3Dlul1H9QVYVn1voa42Q_zu3DsPJqDWptGbCeKUM&dib_tag=se&keywords=earbuds+under+2000&qid=1758559896&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-45&xpid=DvhqFOmo_oiqT,"GOBOULT x Mustang Derby Truly Wireless in Ear Earbuds with 100H Playtime, App Support, Dual Device Pairing, 4 Clear Calling ENC Mics, 45ms Low Latency, Made in India, IPX5 Ear Buds TWS Bluetooth 5.4",GOBOULT,5999,1320,78,3.9,2298,GOBOULT,Mustang Derby,In Ear,In Ear,32 Ohm
https://www.amazon.in/Fastrack-Earbuds-Playtime-Drivers-Crystal/dp/B0DGV13C31/ref=sr_1_35?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.ECIg8Z20telhIjRUjPySAeKSdIpfUa8gT648uF2IKFki2_5uZcy5fPGvZrhWD3Ne9n-ONM7b2D5NBWHBOnUqBZOlGyQyzHV_YXyZE83WLB1a0FjEVwv3500CDSh92gZQy16ilCYICcwKBn6qgXzcMoYZViEgLFxkqnsnRzMO1WT8cfAEyAfguL2LNbN_U6UuQCWa0MozOsd4ice-a_w52mGQz2zIx5Wj8CmQzXbIU9w.qCe3Dlul1H9QVYVn1voa42Q_zu3DsPJqDWptGbCeKUM&dib_tag=se&keywords=earbuds+under+2000&qid=1758559896&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-35&xpid=DvhqFOmo_oiqT,"Fastrack Fpods FE100|BT5.4 TWS in Ear Earbuds, 40Hrs Playtime, 13mm Extra Deep Bass Drivers, Dual Mic ENC for Crystal Clear Calls, Low Latency Gaming Mode Upto 60ms - 120 Mins in 10 Mins",Fastrack,2995,449,85,3.6,4285,Fastrack,Black_FE100,In Ear,True Wireless,32 Ohm
https://www.amazon.in/Noise-Wireless-Earbuds-Playtime-Instacharge/dp/B0DS2W3Q1P/ref=sr_1_50?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.ECIg8Z20telhIjRUjPySAeKSdIpfUa8gT648uF2IKFki2_5uZcy5fPGvZrhWD3Ne9n-ONM7b2D5NBWHBOnUqBZOlGyQyzHV_YXyZE83WLB1a0FjEVwv3500CDSh92gZQy16ilCYICcwKBn6qgXzcMoYZViEgLFxkqnsnRzMO1WT8cfAEyAfguL2LNbN_U6UuQCWa0MozOsd4ice-a_w52mGQz2zIx5Wj8CmQzXbIU9w.qCe3Dlul1H9QVYVn1voa42Q_zu3DsPJqDWptGbCeKUM&dib_tag=se&keywords=earbuds+under+2000&qid=1758559896&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-50&xpid=DvhqFOmo_oiqT,"Noise Buds Trance in-Ear Truly Wireless Earbuds with 45H of Playtime, Low Latency(up to 40 ms), Instacharge(10 min=200 min), BT v5.3(Snow White)",Noise,2499,1000,60,4.4,134,Noise,Snow White,In Ear,True Wireless,N/A
https://www.amazon.in/Boult-Audio-Wireless-Playtime-Bluetooth/dp/B0BQN3NW8C/ref=sr_1_40?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.ECIg8Z20telhIjRUjPySAeKSdIpfUa8gT648uF2IKFki2_5uZcy5fPGvZrhWD3Ne9n-ONM7b2D5NBWHBOnUqBZOlGyQyzHV_YXyZE83WLB1a0FjEVwv3500CDSh92gZQy16ilCYICcwKBn6qgXzcMoYZViEgLFxkqnsnRzMO1WT8cfAEyAfguL2LNbN_U6UuQCWa0MozOsd4ice-a_w52mGQz2zIx5Wj8CmQzXbIU9w.qCe3Dlul1H9QVYVn1voa42Q_zu3DsPJqDWptGbCeKUM&dib_tag=se&keywords=earbuds+under+2000&qid=1758559896&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-40&xpid=DvhqFOmo_oiqT,"GOBOULT Z40 True Wireless in Ear Earbuds with 60H Playtime, Zen™ ENC Mic, Low Latency Gaming, Type-C Fast Charging, Made in India, 10mm Rich Bass Drivers, IPX5, Ear Buds TWS (White)",GOBOULT,4999,799,84,3.8,38929,GOBOULT,Z40 White,In Ear,In Ear,16 Ohm
https://www.amazon.in/Boult-Wireless-Earbuds-Playtime-Charging/dp/B0D3R1JQ7D/ref=sr_1_42?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.ECIg8Z20telhIjRUjPySAeKSdIpfUa8gT648uF2IKFki2_5uZcy5fPGvZrhWD3Ne9n-ONM7b2D5NBWHBOnUqBZOlGyQyzHV_YXyZE83WLB1a0FjEVwv3500CDSh92gZQy16ilCYICcwKBn6qgXzcMoYZViEgLFxkqnsnRzMO1WT8cfAEyAfguL2LNbN_U6UuQCWa0MozOsd4ice-a_w52mGQz2zIx5Wj8CmQzXbIU9w.qCe3Dlul1H9QVYVn1voa42Q_zu3DsPJqDWptGbCeKUM&dib_tag=se&keywords=earbuds+under+2000&qid=1758559896&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-42&xpid=DvhqFOmo_oiqT,"GOBOULT W20 Truly Wireless in Ear Earbuds with 40H Playtime, Zen™ ENC Mic, 45ms Low Latency, 13mm Bass Drivers, Type-C Fast Charging, Touch Control, IPX5 Ear Buds TWS (Glacier Blue)",GOBOULT,2499,700,72,3.9,12481,GOBOULT,W20 Glacier Blue,In Ear,In Ear,16 Ohm
https://www.amazon.in/Airdopes-131-Technology-Bluetooth-Immersive/dp/B088FKCD4J/ref=sr_1_41?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.ECIg8Z20telhIjRUjPySAeKSdIpfUa8gT648uF2IKFki2_5uZcy5fPGvZrhWD3Ne9n-ONM7b2D5NBWHBOnUqBZOlGyQyzHV_YXyZE83WLB1a0FjEVwv3500CDSh92gZQy16ilCYICcwKBn6qgXzcMoYZViEgLFxkqnsnRzMO1WT8cfAEyAfguL2LNbN_U6UuQCWa0MozOsd4ice-a_w52mGQz2zIx5Wj8CmQzXbIU9w.qCe3Dlul1H9QVYVn1voa42Q_zu3DsPJqDWptGbCeKUM&dib_tag=se&keywords=earbuds+under+2000&qid=1758559896&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-41&xpid=DvhqFOmo_oiqT,"boAt Airdopes 131/8 with 60 Hrs Playback, ASAP Charge Truly Wireless Bluetooth in Ear Earbuds with Mic (Active Black)",boAt,2990,699,77,4.1,2673,boAt,Active Black,In Ear,In Ear,16 Ohm
https://www.amazon.in/Boult-Wireless-Earbuds-Breathing-Bluetooth/dp/B0D63CNLJ9/ref=sr_1_36?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.ECIg8Z20telhIjRUjPySAeKSdIpfUa8gT648uF2IKFki2_5uZcy5fPGvZrhWD3Ne9n-ONM7b2D5NBWHBOnUqBZOlGyQyzHV_YXyZE83WLB1a0FjEVwv3500CDSh92gZQy16ilCYICcwKBn6qgXzcMoYZViEgLFxkqnsnRzMO1WT8cfAEyAfguL2LNbN_U6UuQCWa0MozOsd4ice-a_w52mGQz2zIx5Wj8CmQzXbIU9w.qCe3Dlul1H9QVYVn1voa42Q_zu3DsPJqDWptGbCeKUM&dib_tag=se&keywords=earbuds+under+2000&qid=1758559896&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-36&xpid=DvhqFOmo_oiqT,"GOBOULT X Mustang Torq Wireless in Ear Earbuds with 50H Playtime, App Support, Quad Mic ENC, 45ms Low Latency, Breathing LEDs, 13mm Driver, Touch Control, Made in India IPX5 ear buds TWS Bluetooth 5.4",GOBOULT,5999,1500,75,4.1,9295,GOBOULT,Blue,In Ear,In Ear,32 Ohm
https://www.amazon.in/boAt-Airdopes-Multidevice-Bluetooth-Earphones/dp/B0F8BW7YL7/ref=sr_1_46?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.ECIg8Z20telhIjRUjPySAeKSdIpfUa8gT648uF2IKFki2_5uZcy5fPGvZrhWD3Ne9n-ONM7b2D5NBWHBOnUqBZOlGyQyzHV_YXyZE83WLB1a0FjEVwv3500CDSh92gZQy16ilCYICcwKBn6qgXzcMoYZViEgLFxkqnsnRzMO1WT8cfAEyAfguL2LNbN_U6UuQCWa0MozOsd4ice-a_w52mGQz2zIx5Wj8CmQzXbIU9w.qCe3Dlul1H9QVYVn1voa42Q_zu3DsPJqDWptGbCeKUM&dib_tag=se&keywords=earbuds+under+2000&qid=1758559896&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-46&xpid=DvhqFOmo_oiqT,"boAt Airdopes Prime 701 ANC (2025 Launch),46dB Hybrid ANC, 50Hr Battery, Real Spatial Audio,Multidevice Connect,App Support, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Titanium Blue)",boAt,7990,1838,77,4.0,1142,boAt,Titanium Blue,In Ear,In Ear,N/A
https://www.amazon.in/Boult-Audio-Wireless-Playtime-Bluetooth/dp/B0BQN2RMJF/ref=sr_1_38?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.ECIg8Z20telhIjRUjPySAeKSdIpfUa8gT648uF2IKFki2_5uZcy5fPGvZrhWD3Ne9n-ONM7b2D5NBWHBOnUqBZOlGyQyzHV_YXyZE83WLB1a0FjEVwv3500CDSh92gZQy16ilCYICcwKBn6qgXzcMoYZViEgLFxkqnsnRzMO1WT8cfAEyAfguL2LNbN_U6UuQCWa0MozOsd4ice-a_w52mGQz2zIx5Wj8CmQzXbIU9w.qCe3Dlul1H9QVYVn1voa42Q_zu3DsPJqDWptGbCeKUM&dib_tag=se&keywords=earbuds+under+2000&qid=1758559896&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-38&xpid=DvhqFOmo_oiqT,"GOBOULT Z40 True Wireless in Ear Earbuds with 60H Playtime, Zen™ ENC Mic, Low Latency Gaming, Type-C Fast Charging, Made in India, 10mm Rich Bass Drivers, IPX5, Ear Buds TWS (Blue)",GOBOULT,4999,799,84,3.8,38929,GOBOULT,Z40 Blue,In Ear,In Ear,16 Ohm
https://www.amazon.in/HAMMER-Ultra-Pods-Bluetooth-Resistant/dp/B0F63DQ9L6/ref=sr_1_39?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.ECIg8Z20telhIjRUjPySAeKSdIpfUa8gT648uF2IKFki2_5uZcy5fPGvZrhWD3Ne9n-ONM7b2D5NBWHBOnUqBZOlGyQyzHV_YXyZE83WLB1a0FjEVwv3500CDSh92gZQy16ilCYICcwKBn6qgXzcMoYZViEgLFxkqnsnRzMO1WT8cfAEyAfguL2LNbN_U6UuQCWa0MozOsd4ice-a_w52mGQz2zIx5Wj8CmQzXbIU9w.qCe3Dlul1H9QVYVn1voa42Q_zu3DsPJqDWptGbCeKUM&dib_tag=se&keywords=earbuds+under+2000&qid=1758559896&sprefix=earbuds+under+2000%2Caps%2C236&sr=8-39&xpid=DvhqFOmo_oiqT,"HAMMER New Launch Ultra Pods TWS Wireless Bluetooth Ear buds, Inbuilt Mic, 100H Standby Time, Earbuds with 30H Playtime, USB Type-C,13mm Dynamic Drivers, IPX5 Water Resistant Bluetooth Earphones(Blue)",HAMMER,3499,599,83,4.2,386,HAMMER,Blue,In Ear,In Ear,N/A
