URL,Title,Brand,MRP,Current Price,Discount %,Rating,Reviews,Care instructions,Closure type,Country of Origin,Length,Material type,Occasion type,Style
https://www.amazon.in/TAGDO-Regular-Casual-Pants-Pant-2031-Silver-34_Silver/dp/B0DRKYFTDN/ref=sr_1_37?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-37,TAGDO Mens Trendy Casual Pants Slim Fit (2031),TAGDO,2799,549,80,3.9,199,Machine Wash,Button,India,Standard Length,Cotton Blend,"Graduation, Bachelor Party, Honeymoon, Thanksgiving",Chino
https://www.amazon.in/BE-SAVAGE-Trackpants-Trackpant-Sweatpants/dp/B0FJ2JXR1M/ref=sr_1_36?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-36,BE SAVAGE Trackpants for Men Stylish Gym Trackpant for Man Joggers for Men Sweatpants Printed Track Pant,BE SAVAGE,999,449,55,4.1,67,Machine Wash,Drawstring,India,Standard Length,Cotton Looperknit,N/A,Modern
https://www.amazon.in/JVX-Trouser-Casual-TROUSER-02-Numeric/dp/B0DXV874NL/ref=sr_1_35?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-35,JVX Men Trouser || Man Trouser Pants || Casual Pant || Cotton Pant for Men (TROUSER-02),JVX,2999,559,81,3.4,253,Machine Wash,Drawstring,India,Full length,Cotton,Any occasion,Modern
https://www.amazon.in/Levis-Mens-Casual-Pants-000US-0003_Blue/dp/B08L5TKXHJ/ref=sr_1_34?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-34,Levi's Men's 511 Slim Fit Mid Rise Trousers,Levi's,3199,1142,64,4.0,36,Machine Wash,Button,Bangladesh,Mid Length [NA],Cotton,Casual,Cargo
https://www.amazon.in/Amazon-Brand-Stretchable-Trousers-SY-AW19-MFT-049_Light/dp/B07YT1PVNJ/ref=sr_1_33?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-33,Amazon Brand - Symbol Men's Stretchable Formal Pants | Trousers (Slim Fit),Amazon Brand - Symbol,1399,699,50,3.8,14971,Machine Wash,Zipper,India,Ankle-length,Poly Viscose,Formal,Dress Pant
https://www.amazon.in/Shasmi-Loose-Drawstring-Trousers-157/dp/B0F2Z6XX4Q/ref=sr_1_32?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-32,Shasmi Women High Rise Loose Fit Trousers Pants,Shasmi,2499,399,84,4.3,180,Hand or Machine Wash,Drawstring,India,Standard Length,Polycotton,"New Year, Bachelor Party, Anniversary, Casual, Birthday",Loose Texture Wrinkle Fabric Drawstring Waist Long Pants
https://www.amazon.in/Raymond-Mens-Regular-Trouser-RMTX04626-G7_Dark/dp/B0BSV93NJB/ref=sr_1_31?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-31,Raymond Men's Contemporary Mid Rise Poly Viscose Blend Checks Pattern Fit Flat Front Formal Trouser,Raymond,3899,1559,60,4.3,10,Machine Wash,Zipper,India,Ankle Length,Polyester Blend,Formal,Casual trousers
https://www.amazon.in/Allen-Solly-Casual-Pants-ASTFMSRFN52699_Grey/dp/B0F7XBRC8Z/ref=sr_1_30?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-30,Allen Solly Men Slim Solid Flat Front Formal Trouser,Allen Solly,2299,899,61,3.6,27,Machine Wash,Button,India,N/A,Polyester Blend,N/A,Chino
https://www.amazon.in/Lymio-Cargo-Cotton-Cargos-Cargo-118-Grey-M/dp/B0DRFNDSNX/ref=sr_1_29?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-29,Lymio Men Cargo || Men Cargo Pants || Men Cargo Pants Cotton || Cargos for Men (Cargo-117-120),Lymio,4999,599,88,3.8,1952,Machine Wash,Drawstring,India,Long [NA],Cotton,N/A,Cargo
https://www.amazon.in/Mack-Jonney-Regular-Trouser-Pant-MACK640434/dp/B0DVZH1R7B/ref=sr_1_28?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-28,Mack Jonney Regular Trouser Loose Fit | Sports for Men Stylish Track Pant-MACK640418,Mack Jonney,1400,379,73,3.7,391,Machine Wash,Drawstring,India,Short Length,Cotton Blend,N/A,Modern
https://www.amazon.in/Peter-England-Mens-Pants-PETFWSSBD74734_Medium/dp/B0CHB3PPFX/ref=sr_1_27?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-27,Peter England Men's Slim Fit Mid Rise Premium Formal Stretchable Knit Super Trouser | Comfort Lycra | 360-Degree Stretch,Peter England,2299,882,62,3.9,517,Machine Wash,Button,India,Standard Length,Polyester Blend,Diwali,Chino
https://www.amazon.in/FTX-Loose-Black-Formal-Trouser/dp/B0CJJN1RXV/ref=sr_1_26?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-26,FTX Men's Loose Pants,FTX,1219,422,65,3.2,459,"Hand Wash, Machine Wash",Button,India,Standard Length,Polyester,"Evening, Any occasion",Classic
https://www.amazon.in/U-S-POLO-ASSN-Regular-USTROO0321_Grey/dp/B0C9J1P3T7/ref=sr_1_25?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-25,U.S. POLO ASSN. Men's Slim Pants,U.S. POLO ASSN.,2799,1763,37,3.7,4,Machine Wash,Button,India,Full Length,Cotton Blend,Casual,Chino
https://www.amazon.in/Lymio-Track-Pants-Plain-Track-06-08/dp/B0CPVRMKZ9/ref=sr_1_20?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-20,Lymio Track Pant for Men || Regular Fit || Track Pants || Lycra Full Elastic Jogger Track Pant (Available in Combo Packs) (TP-06-08),Lymio,2999,349,88,3.7,5780,Machine Wash,Drawstring,India,Ankle Length,Lycra,Casual,Cargo
https://www.amazon.in/DIVISIVE-Relaxed-Cotton-Trousers-DPT9_36_Ecru/dp/B0DK727M7F/ref=sr_1_19?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-19,DIVISIVE Men's Relaxed Fit Cotton Linen Blend Trousers,DIVISIVE,2799,669,76,4.1,380,Machine Wash,Pull On,India,Standard Length,Linen Blend,"New Year, Bachelor Party, Honeymoon, Birthday",Bohemian
https://www.amazon.in/Lymio-Cargo-Cotton-Cargos-Cargo-46-49/dp/B0DF79D1JS/ref=sr_1_18?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-18,Lymio Men Cargo || Men Cargo Pants Cotton || Casual Cargos Pant (Cargo-46-49),Lymio,4999,599,88,3.8,4428,Machine Wash,Drawstring,India,Long Length,Cotton,Casual,Cargo
https://www.amazon.in/Peter-England-Casual-Pants-PETFOSSBP48506_Black_34/dp/B0BF5FXKT7/ref=sr_1_17?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-17,Peter England Men's Slim Fit Mid Rise Formal Stretchable Knit Super Trouser | Comfort Lycra | 360-Degree Stretch,Peter England,1999,1039,48,4.0,653,Machine Wash,Zipper,India,Ankle Length,"Polyester, 67% Polyester, 28% Rayon and 5% Spandex",Formal,Chino
https://www.amazon.in/Lymio-Cargo-Cotton-Cargos-Cargo-38-41/dp/B0D91XFDM7/ref=sr_1_16?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-16,Lymio Men's Regular Fit Low Rise Cargo || Cotton Cargo Pants ||(Cargo-38-41),Lymio,4599,529,88,3.9,4391,Machine Wash,Drawstring,India,Full Length,Cotton,Casual,Cargo
https://www.amazon.in/Lymio-Cargo-Cotton-Cargos-Cargo-09-12/dp/B0CTPZ3364/ref=sr_1_15?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-15,Lymio Men's Regular Fit Low Rise Cargo || Cargo Pants Cotton || Cargos (Cargo-09-12),Lymio,4999,529,89,3.5,4951,Machine Wash,Drawstring,India,Long Length,Cotton,Casual,Cargo
https://www.amazon.in/JVX-Looses-Denimjeans-Baggyjeans-Numeric/dp/B0DVZDPT3Z/ref=sr_1_14?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-14,JVX Jeans for Men || Men Jeans || Looses Fit DenimJeans || BaggyJeans (NJJ-04),JVX,3999,619,85,3.8,347,Machine Wash,Button,India,Standard Length,Cotton,"Diwali, Bachelor Party, Any occasion, Birthday, Valentine's Day",Classic
https://www.amazon.in/GRECIILOOKS-Regular-Stylish-Trouser-Available/dp/B0CXPWSGVB/ref=sr_1_13?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-13,GRECIILOOKS Men's Loose Mid Rise Regular | Sports Stylish Track Pant | Trouser (Available in Plus Size and Combo Pack of 2),GRECIILOOKS,1999,429,79,4.0,1008,Machine Wash,Pull On,India,Standard Length,Polycotton,"Graduation, Bachelor Party, Anniversary, Honeymoon, Birthday",Single Pack
https://www.amazon.in/LOUIS-SENSE-Loose-Pants-CARGO-03_Green/dp/B0F21YHWS8/ref=sr_1_12?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-12,LOUIS SENSE Men's Loose Pants,LOUIS SENSE,3999,599,85,3.6,261,Machine Wash,Drawstring,India,Full length,Cotton,Any occasion,Cargo
https://www.amazon.in/Van-Heusen-Mens-Pants-VHTFFSLBE81735_Charcoal/dp/B0F296BP9F/ref=sr_1_11?crid=2K91KPZM8IIUC&dib=eyJ2IjoiMSJ9.AFZYl56m8rLgcZ8Wy8rh-j286EJvUDnReCwWMNLmlWKze0Qy1oIey8LoNfUHr-50WRlf4UNRJmr0QSSvAJ4YZeHeZ4mIJjOqi8cqUOILIgN_wAuyzrjPo8WitivdSQWMpLEwzG2i6q1nWA38DFOGcVWKSYR-Ip2jlgNAAGuh6Cc4omT5ygYyOxTKM9m-RN3NxERZeAKEtIQeZ1X5cE54IFw20z3OOps-AbSNq9_0GbYpQJpUnUvqQgqahdd0pTdwi727SWJFm2MTt7UIxnpD59vzNgSmM4E11wfcnpp3QcU.GpfnHqjkLsUGs6lmmWbpElgVeluq8e-BLvJvHpPIFfQ&dib_tag=se&keywords=pants&qid=1758558967&sprefix=pants%2Caps%2C236&sr=8-11,Van Heusen Men's Mid Rise Slim Fit Premium Formal Trousers | Superior Comfort | Auto-Flex Waist Band | Soft Touch,Van Heusen,2299,1049,54,4.2,115,Machine Wash,Zipper,India,N/A,Polyester,N/A,Modern
